                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1663,                0.66003,                0.91678,                0.87325,                0.83508,                0.88365,                0.49195,                 1.4798,                0.76444,                 1.1105,              0.0004853,              0.0004853,              0.0004853
                    156,                  1.098,                0.64472,                0.91397,                0.86651,                0.84848,                0.88229,                 0.4982,                 1.4704,                0.75557,                 1.1066,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.0902,                 0.6366,                0.90265,                0.86651,                0.84848,                0.88229,                 0.4982,                 1.4704,                0.75557,                 1.1066,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.1224,                0.64748,                0.90645,                0.86915,                0.84542,                0.88107,                0.49634,                 1.4726,                0.75721,                 1.1059,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.1238,                0.64616,                0.92028,                0.86915,                0.84542,                0.88107,                0.49634,                 1.4726,                0.75721,                 1.1059,              0.0004457,              0.0004457,              0.0004457
                    160,                 1.1404,                0.64793,                0.92157,                0.87906,                  0.837,                0.88099,                0.49047,                 1.4881,                0.76554,                 1.1131,              0.0004358,              0.0004358,              0.0004358
                    161,                 1.1468,                0.64435,                 0.9188,                0.87906,                  0.837,                0.88099,                0.49047,                 1.4881,                0.76554,                 1.1131,              0.0004259,              0.0004259,              0.0004259
                    162,                  1.085,                0.63034,                 0.9037,                0.90929,                0.85053,                0.89714,                0.48643,                  1.503,                0.76338,                 1.1193,               0.000416,               0.000416,               0.000416
                    163,                 1.1226,                0.63713,                0.91352,                0.90929,                0.85053,                0.89714,                0.48643,                  1.503,                0.76338,                 1.1193,              0.0004061,              0.0004061,              0.0004061
                    164,                 1.1092,                0.63746,                0.91596,                0.91598,                0.84242,                0.89715,                0.48977,                  1.498,                0.75324,                 1.1208,              0.0003962,              0.0003962,              0.0003962
                    165,                 1.0955,                0.65557,                0.93599,                0.91598,                0.84242,                0.89715,                0.48977,                  1.498,                0.75324,                 1.1208,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.0571,                0.67573,                0.93573,                 0.9097,                0.85455,                0.89896,                0.49818,                 1.4858,                0.74048,                 1.1174,              0.0003764,              0.0003764,              0.0003764
                    167,                 1.1087,                0.62921,                0.91892,                 0.9097,                0.85455,                0.89896,                0.49818,                 1.4858,                0.74048,                 1.1174,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.0963,                0.62977,                 0.9171,                0.91436,                0.84848,                 0.8962,                0.50334,                 1.4874,                0.73351,                 1.1197,              0.0003566,              0.0003566,              0.0003566
                    169,                 1.1609,                0.63822,                 0.9132,                0.91436,                0.84848,                 0.8962,                0.50334,                 1.4874,                0.73351,                 1.1197,              0.0003467,              0.0003467,              0.0003467
                    170,                 1.0685,                0.64642,                  0.924,                0.91343,                 0.8313,                0.89121,                0.50193,                 1.4844,                0.73221,                 1.1201,              0.0003368,              0.0003368,              0.0003368
                    171,                 1.0501,                0.65357,                0.93566,                0.91343,                 0.8313,                0.89121,                0.50193,                 1.4844,                0.73221,                 1.1201,              0.0003269,              0.0003269,              0.0003269
                    172,                 1.1735,                0.66022,                0.91811,                0.90601,                0.83636,                0.89251,                0.49729,                 1.4877,                0.73496,                 1.1184,               0.000317,               0.000317,               0.000317
                    173,                 1.0482,                0.61026,                0.89807,                0.90601,                0.83636,                0.89251,                0.49729,                 1.4877,                0.73496,                 1.1184,              0.0003071,              0.0003071,              0.0003071
                    174,                 1.0983,                0.64029,                0.91957,                0.88983,                0.83221,                0.88479,                 0.4998,                 1.4986,                0.73498,                 1.1201,              0.0002972,              0.0002972,              0.0002972
                    175,                 1.0812,                0.62794,                0.90667,                0.88983,                0.83221,                0.88479,                 0.4998,                 1.4986,                0.73498,                 1.1201,              0.0002873,              0.0002873,              0.0002873
                    176,                 1.0719,                0.61788,                0.90512,                0.88469,                0.83697,                 0.8917,                0.49564,                 1.5126,                0.73671,                 1.1233,              0.0002774,              0.0002774,              0.0002774
                    177,                 1.0636,                0.61424,                0.91934,                0.88469,                0.83697,                 0.8917,                0.49564,                 1.5126,                0.73671,                 1.1233,              0.0002675,              0.0002675,              0.0002675
                    178,                 1.0343,                0.62955,                0.92003,                0.90082,                0.82571,                0.89007,                0.49288,                 1.5095,                0.74151,                 1.1228,              0.0002576,              0.0002576,              0.0002576
                    179,                 1.0811,                0.62592,                0.91241,                0.90082,                0.82571,                0.89007,                0.49288,                 1.5095,                0.74151,                 1.1228,              0.0002477,              0.0002477,              0.0002477
                    180,                 1.0474,                0.61383,                 0.9127,                0.91164,                 0.8303,                 0.8913,                0.49448,                  1.493,                0.73938,                 1.1193,              0.0002378,              0.0002378,              0.0002378
                    181,                 1.0343,                0.62159,                0.91624,                0.91164,                 0.8303,                 0.8913,                0.49448,                  1.493,                0.73938,                 1.1193,              0.0002279,              0.0002279,              0.0002279
                    182,                 1.0405,                0.61076,                0.90957,                0.90588,                0.81662,                0.88992,                0.50006,                 1.4795,                0.73257,                 1.1164,               0.000218,               0.000218,               0.000218
                    183,                 1.0382,                0.60593,                0.89288,                0.90588,                0.81662,                0.88992,                0.50006,                 1.4795,                0.73257,                 1.1164,              0.0002081,              0.0002081,              0.0002081
                    184,                 1.0439,                0.60847,                0.90577,                0.91143,                0.81081,                0.89022,                0.49764,                 1.4689,                0.72959,                 1.1154,              0.0001982,              0.0001982,              0.0001982
                    185,                 1.0482,                 0.6118,                0.90944,                0.91143,                0.81081,                0.89022,                0.49764,                 1.4689,                0.72959,                 1.1154,              0.0001883,              0.0001883,              0.0001883
                    186,                 1.1021,                0.62952,                0.90101,                0.92592,                0.80606,                0.89286,                0.49405,                  1.472,                0.72655,                 1.1164,              0.0001784,              0.0001784,              0.0001784
                    187,                 1.1032,                0.62074,                0.91146,                0.92592,                0.80606,                0.89286,                0.49405,                  1.472,                0.72655,                 1.1164,              0.0001685,              0.0001685,              0.0001685
                    188,                 1.0848,                0.61843,                0.90679,                0.91698,                0.80606,                0.89137,                0.48959,                 1.4818,                0.72408,                 1.1181,              0.0001586,              0.0001586,              0.0001586
                    189,                 1.0414,                0.60849,                0.90532,                0.91698,                0.80606,                0.89137,                0.48959,                 1.4818,                0.72408,                 1.1181,              0.0001487,              0.0001487,              0.0001487
                    190,                 1.0705,                0.63311,                0.92768,                0.91694,                0.80291,                0.88681,                0.48756,                 1.4846,                0.72398,                 1.1197,              0.0001388,              0.0001388,              0.0001388
                    191,                 1.0078,                0.63837,                0.91101,                0.91694,                0.80291,                0.88681,                0.48756,                 1.4846,                0.72398,                 1.1197,              0.0001289,              0.0001289,              0.0001289
                    192,                 1.0139,                0.63489,                0.90522,                0.91042,                0.80071,                0.87913,                0.48493,                 1.4843,                0.72415,                 1.1171,               0.000119,               0.000119,               0.000119
                    193,                 1.0447,                0.67732,                0.90658,                0.91042,                0.80071,                0.87913,                0.48493,                 1.4843,                0.72415,                 1.1171,              0.0001091,              0.0001091,              0.0001091
                    194,                 1.0259,                0.64244,                0.90768,                0.91537,                0.80606,                0.88157,                0.49324,                 1.4768,                0.72438,                 1.1139,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.99548,                0.63753,                 0.9085,                0.91537,                0.80606,                0.88157,                0.49324,                 1.4768,                0.72438,                 1.1139,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                 1.0017,                 0.6493,                 0.9117,                0.90619,                0.80606,                0.88188,                 0.4966,                 1.4662,                 0.7254,                 1.1082,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 1.0283,                0.67659,                0.89775,                0.90619,                0.80606,                0.88188,                 0.4966,                 1.4662,                 0.7254,                 1.1082,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.99638,                0.63694,                0.90645,                0.90378,                    0.8,                0.88327,                 0.4993,                  1.458,                0.72526,                 1.1044,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                 1.0093,                0.66588,                0.91031,                0.90378,                    0.8,                0.88327,                 0.4993,                  1.458,                0.72526,                 1.1044,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                 1.0026,                0.64808,                0.91411,                0.90428,                0.80157,                0.88291,                0.50429,                 1.4552,                0.72521,                 1.1024,               3.98e-05,               3.98e-05,               3.98e-05
